timestamp,x,y,z
1747388316538417,-0.122655,0.125288,0.304417
1747388320597716,-0.166969,0.145093,0.362465
1747388320605243,-0.0630372,0.11018,0.235552
1747388320607120,-0.0611963,0.10919,0.231508
1747388320607359,-0.0602187,0.108681,0.231416
1747388320607409,-0.0631988,0.110805,0.235891
1747388320616816,-0.065745,0.112427,0.238301
1747388320616832,-0.0685886,0.113406,0.242357
1747388320616845,-0.0626835,0.110249,0.233729
1747388320633702,-0.0807684,0.117446,0.257357
1747388320637429,-0.0830826,0.115633,0.257853
1747388320637556,-0.694225,0.513379,1.14591
