timestamp,x,y,z
1748338194181112,-0.133059,0.0714702,0.346949
1748338194181229,-0.157722,0.0699812,0.39122
1748338194181239,-0.14508,-0.0536024,0.359578
1748338194181329,-0.127765,0.100397,0.354056
1748338194181384,-0.14486,-0.0312475,0.359086
1748338194181564,-0.163308,-0.0624867,0.393488
1748338194181635,-0.149088,0.0715781,0.343896
1748338194181649,-0.135888,0.0967581,0.368965
1748338194181654,-0.0137846,0.125865,0.319645
1748338194181857,-0.113908,0.110578,0.345268
1748338194182000,-0.136901,-0.123687,0.336067
1748338194182056,-0.114967,0.119829,0.361104
1748338194182098,-0.146071,-0.06723,0.36548
1748338194182127,-0.151871,-0.0582912,0.376348
1748338194182141,-0.151905,-0.0626824,0.37643
1748338194182155,-0.140382,-0.0654028,0.344598
1748338194182204,-0.151713,-0.0531382,0.376026
1748338194182371,-0.135437,0.0986638,0.368058
1748338194182438,-0.152338,0.00158478,0.381232
1748338194182496,-0.151847,-0.0553645,0.376293
1748338194182583,-0.142774,-0.0307974,0.353913
1748338194182602,-0.11358,0.126397,0.365976
1748338194182609,-0.157575,-0.0687242,0.39438
1748338194182655,-0.147343,0.0833409,0.372849
1748338194182693,-0.136212,-0.121924,0.33125
1748338194182719,-0.134421,-0.118417,0.326883
1748338194182915,-0.13463,0.0939868,0.369365
1748338194182928,-0.137991,0.0794431,0.352375
1748338194182943,-0.157875,-0.0688267,0.39497
1748338194182973,-0.140952,0.100162,0.379112
1748338194183004,-0.123847,-0.0564114,0.309933
1748338194183102,-0.157431,-0.0564462,0.39406
1748338194183178,-0.118873,0.121843,0.364989
1748338194183300,-0.119249,0.0639098,0.30446
1748338194183325,-0.126196,-0.0049069,0.321953
1748338194183399,-0.12397,-0.0516407,0.310145
1748338194183404,-0.139537,-0.129928,0.345775
1748338194183625,-0.135042,-0.122004,0.331493
1748338194183720,-0.132899,0.0745581,0.336482
1748338194183900,-0.151811,-0.0509757,0.376209
1748338194184010,-0.169337,-0.143875,0.386608
1748338194184013,-0.146082,0.0922717,0.39252
1748338194184030,-0.140747,-0.03036,0.348887
1748338194184085,-0.151579,-0.0582045,0.375788
1748338194184303,-0.149205,0.0822515,0.377826
1748338194184511,-0.117925,0.116429,0.361369
1748338194184541,-0.147236,0.0776521,0.391787
1748338194184620,-0.129593,-0.00503901,0.330621
1748338194184655,-0.120992,-0.115862,0.311648
1748338194184741,-0.120962,0.0648911,0.312045
1748338194184760,-0.130932,0.094562,0.363338
1748338194184787,-0.126421,0.11864,0.370357
1748338194184798,-0.051638,0.0953869,0.35226
1748338194184925,-0.128771,-0.0648977,0.322244
1748338194184981,-0.11387,0.107205,0.340908
1748338194185169,-0.12698,-0.0504504,0.317795
1748338194185193,-0.141667,-0.0315292,0.354454
1748338194185293,-0.129224,-0.00246877,0.329923
1748338194185349,-0.116653,0.125358,0.371286
1748338194185429,-0.123911,0.119693,0.37601
1748338194185567,-0.133871,-0.122084,0.331736
1748338194185596,-0.144404,-0.126241,0.344741
1748338194185607,-0.130607,-0.060738,0.326746
1748338194185702,-0.134625,0.168342,0.373565
1748338194185802,-0.1481,-0.0494927,0.370596
1748338194185803,-0.131524,-0.118196,0.322845
1748338194186136,-0.128017,0.102438,0.358825
1748338194186136,-0.12029,0.063345,0.30746
1748338194186189,-0.133637,0.096373,0.370291
1748338194186204,-0.131013,-0.0479528,0.321653
1748338194186271,-0.135723,-0.0512928,0.339693
1748338194186445,-0.144743,-0.121006,0.339368
1748338194186621,-0.123962,-0.0504352,0.310126
1748338194186624,-0.160319,-0.0675707,0.401147
1748338194186676,-0.133246,-0.120381,0.327083
1748338194186760,-0.136202,-0.120632,0.331227
1748338194186792,-0.123924,-0.0534304,0.310065
1748338194186849,-0.143628,-0.0514951,0.359495
1748338194187143,-0.1297,0.0963267,0.359389
1748338194187359,-0.13098,-0.00250233,0.334408
1748338194187438,-0.12986,0.0826401,0.348666
1748338194187669,-0.141851,-0.134523,0.361814
1748338194187843,-0.143162,-0.126973,0.344941
1748338194188026,-0.154131,0.0858012,0.397738
1748338194188082,-0.150246,-0.0567839,0.376059
1748338194188093,-0.133244,0.0911163,0.35803
1748338194188111,-0.146948,-0.0654057,0.371237
1748338194188311,-0.151579,-0.0734025,0.382928
1748338194188418,-0.131902,0.0752312,0.365364
1748338194188556,-0.112036,0.118181,0.356166
1748338194188566,-0.143573,-0.165848,0.393102
1748338194188569,-0.150519,-0.0539417,0.376576
1748338194188824,-0.146731,-0.0602978,0.370799
1748338194188906,-0.129125,0.0908576,0.36551
1748338194188913,-0.143586,-0.0298734,0.359341
1748338194188930,-0.138792,-0.124075,0.340708
1748338194188993,-0.119472,0.0694227,0.330916
1748338194189024,-0.133885,-0.1221,0.33178
1748338194189062,-0.145172,0.000102867,0.370392
1748338194189079,-0.135977,0.0906741,0.389106
1748338194189099,-0.146053,0.170105,0.389114
1748338194189151,-0.124313,-0.0571675,0.314111
1748338194189191,-0.128706,-0.119221,0.318924
1748338194189192,-0.134868,0.102001,0.369814
1748338194189288,-0.165437,-0.136452,0.374432
1748338194189393,-0.147461,-0.138501,0.372485
1748338194189406,-0.144774,-0.0658553,0.365743
1748338194189629,-0.127461,0.128224,0.39563
1748338194189678,-0.152887,-0.0577558,0.382497
1748338194189770,-0.124324,-0.0583896,0.314135
1748338194189849,-0.166471,-0.110078,0.373567
1748338194189919,-0.130109,0.0885144,0.353223
1748338194189940,-0.160412,-0.109789,0.363056
1748338194189947,-0.152613,-0.0606391,0.381975
1748338194189997,-0.149055,-0.147853,0.391643
1748338194190113,-0.120984,-0.114648,0.311628
1748338194190229,-0.131516,-0.116938,0.322826
1748338194190422,-0.149106,-0.0561473,0.376709
1748338194190476,-0.146974,-0.0682947,0.371297
1748338194190505,-0.140473,0.0889876,0.401955
1748338194190571,-0.157275,-0.0263468,0.401215
1748338194190605,-0.14264,-0.0634878,0.360351
1748338194190655,-0.128057,0.099676,0.358915
1748338194190686,-0.146061,-0.132116,0.355204
1748338194190770,-0.110475,0.157371,0.334981
1748338194191057,-0.125836,0.0906288,0.364651
1748338194191077,-0.13196,0.0925632,0.358275
1748338194191098,-0.123036,0.0923463,0.344564
1748338194191246,-0.117078,0.12736,0.377244
1748338194191400,-0.156744,-0.0340372,0.374331
1748338194191520,-0.130036,-0.0712893,0.331694
1748338194191632,-0.148976,-0.0612208,0.376475
1748338194191650,-0.151381,0.0844057,0.398502
1748338194191690,-0.148911,-0.0553612,0.376329
1748338194191693,-0.158743,-0.0698987,0.401151
1748338194191709,-0.15892,-0.0676235,0.401493
1748338194191731,-0.134369,0.0964698,0.376305
1748338194191834,-0.11484,0.103674,0.340153
1748338194191864,-0.117209,0.115929,0.359826
1748338194191871,-0.115057,0.139221,0.390077
1748338194191991,-0.13149,-0.115046,0.322779
1748338194192031,-0.129624,0.09603,0.363581
1748338194192104,-0.129995,-0.00185662,0.335032
1748338194192215,-0.132215,0.0944925,0.363043
1748338194192253,-0.13208,-0.119183,0.327298
1748338194192342,-0.122556,0.0902594,0.354848
1748338194192489,-0.129842,-0.00640049,0.334758
1748338194192528,-0.136247,-0.00391159,0.344241
1748338194192551,-0.156803,-0.0262862,0.400286
1748338194192576,-0.111134,0.107814,0.340793
1748338194192585,-0.10893,0.111436,0.341807
1748338194192622,-0.140826,0.0822208,0.374483
1748338194192765,-0.125539,-0.0498592,0.314072
1748338194192786,-0.131878,-0.074248,0.336364
1748338194192944,-0.122877,-0.0528792,0.310383
1748338194192962,-0.11747,0.132363,0.383281
1748338194193047,-0.127758,0.136891,0.396263
1748338194193060,-0.166663,-0.142606,0.387291
1748338194193077,-0.126425,0.0906289,0.370465
1748338194193084,-0.129785,-0.113555,0.318595
1748338194193241,-0.150535,-0.0678253,0.376654
1748338194193268,-0.149161,-0.0620098,0.376837
1748338194193290,-0.146613,-0.0307961,0.37047
1748338194193374,-0.126462,0.115794,0.370454
